surface,route-or-file,source,access-definition,devices,languages,required-states,evidence-status
registered-feature,/estudio/salas,tdf-hq/assets/feature-registry.json,"{""auth"":""authenticated"",""permissions"":{""discover"":{""modulesAll"":[""Scheduling""]},""view"":{""modulesAll"":[""Scheduling""]},""create"":{""rolesAny"":[""Admin"",""Manager"",""StudioManager""],""modulesAll"":[""Scheduling""]},""edit"":{""rolesAny"":[""Admin"",""Manager"",""StudioManager""],""modulesAll"":[""Scheduling""]}},""scope"":""none"",""flag"":null,""mobile"":{""kind"":""native"",""destination"":""/(tabs)/bookings"",""documentedException"":""Room choice is contextual in mobile bookings.""}}",desktop;tablet;phone;native-where-mapped,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,"inventoried;runtime coverage pending unless evidence register names exact journey; Operational initial arrival: actual isolated Admin+Customer and Customer sessions, Chromium production bundle320/1280, operational-*-after.json. Denials/redirects recorded per route. Integrated28 affected cases: operational-focused-final.json. Missing local calendar OAuth returns500. Other roles/states/engines/native untested. Manager arrival:198 isolated real-session/PostgreSQL17 cases,320/1280,dbf548172 bundle; zero axe/overflow/pageerror/5xx (evidence/manager-runtime-dbf.json). Other journey states remain separately pending. Additional initial arrival coverage: 19 role fixtures x320/1280 Chromium es-EC, actual isolated session/API; see evidence/remaining-role-arrivals.json. Denials included; actions/other states/native remain untested unless separately evidenced."
registered-feature,/estudio/ordenes,tdf-hq/assets/feature-registry.json,"{""auth"":""authenticated"",""permissions"":{""discover"":{""modulesAll"":[""Scheduling""]},""view"":{""modulesAll"":[""Scheduling""]},""create"":{""modulesAll"":[""Scheduling""]},""edit"":{""modulesAll"":[""Scheduling""]},""approve"":{""rolesAny"":[""Admin"",""Manager"",""StudioManager""]}},""scope"":""none"",""flag"":null,""mobile"":{""kind"":""web-only"",""destination"":null,""documentedException"":""Full studio-order editing is not available natively.""}}",desktop;tablet;phone;native-where-mapped,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,"inventoried;runtime coverage pending unless evidence register names exact journey; Operational initial arrival: actual isolated Admin+Customer and Customer sessions, Chromium production bundle320/1280, operational-*-after.json. Denials/redirects recorded per route. Integrated28 affected cases: operational-focused-final.json. Missing local calendar OAuth returns500. Other roles/states/engines/native untested. Manager arrival:198 isolated real-session/PostgreSQL17 cases,320/1280,dbf548172 bundle; zero axe/overflow/pageerror/5xx (evidence/manager-runtime-dbf.json). Other journey states remain separately pending. Additional initial arrival coverage: 19 role fixtures x320/1280 Chromium es-EC, actual isolated session/API; see evidence/remaining-role-arrivals.json. Denials included; actions/other states/native remain untested unless separately evidenced."
registered-feature,/estudio/servicios,tdf-hq/assets/feature-registry.json,"{""auth"":""authenticated"",""permissions"":{""discover"":{""modulesAll"":[""Scheduling""]},""view"":{""modulesAll"":[""Scheduling""]},""create"":{""rolesAny"":[""Admin"",""Manager"",""StudioManager""]},""edit"":{""rolesAny"":[""Admin"",""Manager"",""StudioManager""]},""delete"":{""rolesAny"":[""Admin"",""Manager"",""StudioManager""]}},""scope"":""none"",""flag"":null,""mobile"":{""kind"":""web-only"",""destination"":null,""documentedException"":""Catalog administration is web only.""}}",desktop;tablet;phone;native-where-mapped,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,"inventoried;runtime coverage pending unless evidence register names exact journey; Operational initial arrival: actual isolated Admin+Customer and Customer sessions, Chromium production bundle320/1280, operational-*-after.json. Denials/redirects recorded per route. Integrated28 affected cases: operational-focused-final.json. Missing local calendar OAuth returns500. Other roles/states/engines/native untested. Manager arrival:198 isolated real-session/PostgreSQL17 cases,320/1280,dbf548172 bundle; zero axe/overflow/pageerror/5xx (evidence/manager-runtime-dbf.json). Other journey states remain separately pending. Additional initial arrival coverage: 19 role fixtures x320/1280 Chromium es-EC, actual isolated session/API; see evidence/remaining-role-arrivals.json. Denials included; actions/other states/native remain untested unless separately evidenced."
registered-feature,/estudio/pipelines,tdf-hq/assets/feature-registry.json,"{""auth"":""authenticated"",""permissions"":{""discover"":{""modulesAll"":[""Scheduling""]},""view"":{""modulesAll"":[""Scheduling""]},""create"":{""modulesAll"":[""Scheduling""]},""edit"":{""modulesAll"":[""Scheduling""]},""delete"":{""rolesAny"":[""Admin"",""Manager"",""StudioManager""],""modulesAll"":[""Scheduling""]},""assign"":{""modulesAll"":[""Scheduling""]}},""scope"":""none"",""flag"":null,""mobile"":{""kind"":""native"",""destination"":""/(tabs)/pipelines"",""documentedException"":null}}",desktop;tablet;phone;native-where-mapped,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,"inventoried;runtime coverage pending unless evidence register names exact journey; Operational initial arrival: actual isolated Admin+Customer and Customer sessions, Chromium production bundle320/1280, operational-*-after.json. Denials/redirects recorded per route. Integrated28 affected cases: operational-focused-final.json. Missing local calendar OAuth returns500. Other roles/states/engines/native untested. Manager arrival:198 isolated real-session/PostgreSQL17 cases,320/1280,dbf548172 bundle; zero axe/overflow/pageerror/5xx (evidence/manager-runtime-dbf.json). Other journey states remain separately pending. Additional initial arrival coverage: 19 role fixtures x320/1280 Chromium es-EC, actual isolated session/API; see evidence/remaining-role-arrivals.json. Denials included; actions/other states/native remain untested unless separately evidenced."
registered-feature,/estudio/live-sessions,tdf-hq/assets/feature-registry.json,"{""auth"":""authenticated"",""permissions"":{""discover"":{""modulesAll"":[""Scheduling""]},""view"":{""modulesAll"":[""Scheduling""]},""create"":{""modulesAll"":[""Scheduling""]},""edit"":{""modulesAll"":[""Scheduling""]}},""scope"":""none"",""flag"":null,""mobile"":{""kind"":""web-only"",""destination"":null,""documentedException"":""Rider and file intake remains web only.""}}",desktop;tablet;phone;native-where-mapped,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,"inventoried;runtime coverage pending unless evidence register names exact journey; Operational initial arrival: actual isolated Admin+Customer and Customer sessions, Chromium production bundle320/1280, operational-*-after.json. Denials/redirects recorded per route. Integrated28 affected cases: operational-focused-final.json. Missing local calendar OAuth returns500. Other roles/states/engines/native untested. Manager arrival:198 isolated real-session/PostgreSQL17 cases,320/1280,dbf548172 bundle; zero axe/overflow/pageerror/5xx (evidence/manager-runtime-dbf.json). Other journey states remain separately pending. Additional initial arrival coverage: 19 role fixtures x320/1280 Chromium es-EC, actual isolated session/API; see evidence/remaining-role-arrivals.json. Denials included; actions/other states/native remain untested unless separately evidenced."
registered-feature,/estudio/campanas/tdf-sessions-domo,tdf-hq/assets/feature-registry.json,"{""auth"":""authenticated"",""permissions"":{""discover"":{""modulesAll"":[""Scheduling""]},""view"":{""modulesAll"":[""Scheduling""]},""edit"":{""rolesAny"":[""Admin"",""Manager"",""Producer""]}},""scope"":""none"",""flag"":null,""mobile"":{""kind"":""web-only"",""destination"":null,""documentedException"":""Campaign production is web only.""}}",desktop;tablet;phone;native-where-mapped,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,"inventoried;runtime coverage pending unless evidence register names exact journey; Operational initial arrival: actual isolated Admin+Customer and Customer sessions, Chromium production bundle320/1280, operational-*-after.json. Denials/redirects recorded per route. Integrated28 affected cases: operational-focused-final.json. Missing local calendar OAuth returns500. Other roles/states/engines/native untested. Manager arrival:198 isolated real-session/PostgreSQL17 cases,320/1280,dbf548172 bundle; zero axe/overflow/pageerror/5xx (evidence/manager-runtime-dbf.json). Other journey states remain separately pending. Additional initial arrival coverage: 19 role fixtures x320/1280 Chromium es-EC, actual isolated session/API; see evidence/remaining-role-arrivals.json. Denials included; actions/other states/native remain untested unless separately evidenced."
registered-feature,/estudio/reportes,tdf-hq/assets/feature-registry.json,"{""auth"":""authenticated"",""permissions"":{""discover"":{""modulesAll"":[""Scheduling""]},""view"":{""modulesAll"":[""Scheduling""]},""export"":{""modulesAll"":[""Scheduling""]},""report"":{""modulesAll"":[""Scheduling""]}},""scope"":""none"",""flag"":null,""mobile"":{""kind"":""web-only"",""destination"":null,""documentedException"":""Report authoring/export is web only.""}}",desktop;tablet;phone;native-where-mapped,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,"inventoried;runtime coverage pending unless evidence register names exact journey; Operational initial arrival: actual isolated Admin+Customer and Customer sessions, Chromium production bundle320/1280, operational-*-after.json. Denials/redirects recorded per route. Integrated28 affected cases: operational-focused-final.json. Missing local calendar OAuth returns500. Other roles/states/engines/native untested. Manager arrival:198 isolated real-session/PostgreSQL17 cases,320/1280,dbf548172 bundle; zero axe/overflow/pageerror/5xx (evidence/manager-runtime-dbf.json). Other journey states remain separately pending. Additional initial arrival coverage: 19 role fixtures x320/1280 Chromium es-EC, actual isolated session/API; see evidence/remaining-role-arrivals.json. Denials included; actions/other states/native remain untested unless separately evidenced."
registered-feature,/mi-profesor,tdf-hq/assets/feature-registry.json,"{""auth"":""authenticated"",""permissions"":{""discover"":{""rolesAny"":[""Teacher"",""Admin"",""Manager"",""StudioManager"",""Reception""],""modulesAll"":[""Scheduling""]},""view"":{""rolesAny"":[""Teacher"",""Admin"",""Manager"",""StudioManager"",""Reception""],""modulesAll"":[""Scheduling""]},""create"":{""rolesAny"":[""Admin"",""Manager"",""StudioManager"",""Reception""],""modulesAll"":[""Scheduling""]},""edit"":{""rolesAny"":[""Teacher"",""Admin"",""Manager"",""StudioManager"",""Reception""],""modulesAll"":[""Scheduling""],""recordScope"":""teacher-self-or-school-staff""},""delete"":{""rolesAny"":[""Admin"",""Manager"",""StudioManager""],""modulesAll"":[""Scheduling""]}},""scope"":""none"",""flag"":null,""mobile"":{""kind"":""web-only"",""destination"":null,""documentedException"":""Dedicated native teacher portal is pending.""}}",desktop;tablet;phone;native-where-mapped,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,"inventoried;runtime coverage pending unless evidence register names exact journey; Operational initial arrival: actual isolated Admin+Customer and Customer sessions, Chromium production bundle320/1280, operational-*-after.json. Denials/redirects recorded per route. Integrated28 affected cases: operational-focused-final.json. Missing local calendar OAuth returns500. Other roles/states/engines/native untested. Manager arrival:198 isolated real-session/PostgreSQL17 cases,320/1280,dbf548172 bundle; zero axe/overflow/pageerror/5xx (evidence/manager-runtime-dbf.json). Other journey states remain separately pending. Additional initial arrival coverage: 19 role fixtures x320/1280 Chromium es-EC, actual isolated session/API; see evidence/remaining-role-arrivals.json. Denials included; actions/other states/native remain untested unless separately evidenced."
registered-feature,/escuela/profesores,tdf-hq/assets/feature-registry.json,"{""auth"":""authenticated"",""permissions"":{""discover"":{""rolesAny"":[""Admin"",""Manager"",""StudioManager"",""Reception""],""modulesAll"":[""Scheduling""]},""view"":{""rolesAny"":[""Admin"",""Manager"",""StudioManager"",""Reception""],""modulesAll"":[""Scheduling""]},""create"":{""rolesAny"":[""Admin"",""Manager"",""StudioManager""]},""edit"":{""rolesAny"":[""Admin"",""Manager"",""StudioManager""]}},""scope"":""none"",""flag"":null,""mobile"":{""kind"":""web-only"",""destination"":null,""documentedException"":""Teacher administration is web only.""}}",desktop;tablet;phone;native-where-mapped,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,"inventoried;runtime coverage pending unless evidence register names exact journey; Operational initial arrival: actual isolated Admin+Customer and Customer sessions, Chromium production bundle320/1280, operational-*-after.json. Denials/redirects recorded per route. Integrated28 affected cases: operational-focused-final.json. Missing local calendar OAuth returns500. Other roles/states/engines/native untested. Manager arrival:198 isolated real-session/PostgreSQL17 cases,320/1280,dbf548172 bundle; zero axe/overflow/pageerror/5xx (evidence/manager-runtime-dbf.json). Other journey states remain separately pending. Additional initial arrival coverage: 19 role fixtures x320/1280 Chromium es-EC, actual isolated session/API; see evidence/remaining-role-arrivals.json. Denials included; actions/other states/native remain untested unless separately evidenced."
registered-feature,/escuela/clases,tdf-hq/assets/feature-registry.json,"{""auth"":""authenticated"",""permissions"":{""discover"":{""rolesAny"":[""Admin"",""Manager"",""StudioManager"",""Reception""],""modulesAll"":[""Scheduling""]},""view"":{""rolesAny"":[""Admin"",""Manager"",""StudioManager"",""Reception""],""modulesAll"":[""Scheduling""]},""create"":{""rolesAny"":[""Admin"",""Manager"",""StudioManager"",""Reception""]},""edit"":{""rolesAny"":[""Admin"",""Manager"",""StudioManager"",""Reception""]}},""scope"":""none"",""flag"":null,""mobile"":{""kind"":""web-only"",""destination"":null,""documentedException"":""Class administration is web only.""}}",desktop;tablet;phone;native-where-mapped,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,"inventoried;runtime coverage pending unless evidence register names exact journey; Operational initial arrival: actual isolated Admin+Customer and Customer sessions, Chromium production bundle320/1280, operational-*-after.json. Denials/redirects recorded per route. Integrated28 affected cases: operational-focused-final.json. Missing local calendar OAuth returns500. Other roles/states/engines/native untested. Manager arrival:198 isolated real-session/PostgreSQL17 cases,320/1280,dbf548172 bundle; zero axe/overflow/pageerror/5xx (evidence/manager-runtime-dbf.json). Other journey states remain separately pending. Additional initial arrival coverage: 19 role fixtures x320/1280 Chromium es-EC, actual isolated session/API; see evidence/remaining-role-arrivals.json. Denials included; actions/other states/native remain untested unless separately evidenced."
registered-feature,/escuela/trial-lessons,tdf-hq/assets/feature-registry.json,"{""auth"":""authenticated"",""permissions"":{""discover"":{""rolesAny"":[""Admin"",""Manager"",""StudioManager"",""Reception""],""modulesAll"":[""Scheduling""]},""view"":{""rolesAny"":[""Admin"",""Manager"",""StudioManager"",""Reception""],""modulesAll"":[""Scheduling""]},""create"":{""rolesAny"":[""Admin"",""Manager"",""StudioManager"",""Reception""]},""assign"":{""rolesAny"":[""Admin"",""Manager"",""StudioManager"",""Reception""]}},""scope"":""none"",""flag"":null,""mobile"":{""kind"":""web-only"",""destination"":null,""documentedException"":""Trial administration is web only.""}}",desktop;tablet;phone;native-where-mapped,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,"inventoried;runtime coverage pending unless evidence register names exact journey; Operational initial arrival: actual isolated Admin+Customer and Customer sessions, Chromium production bundle320/1280, operational-*-after.json. Denials/redirects recorded per route. Integrated28 affected cases: operational-focused-final.json. Missing local calendar OAuth returns500. Other roles/states/engines/native untested. Manager arrival:198 isolated real-session/PostgreSQL17 cases,320/1280,dbf548172 bundle; zero axe/overflow/pageerror/5xx (evidence/manager-runtime-dbf.json). Other journey states remain separately pending. Additional initial arrival coverage: 19 role fixtures x320/1280 Chromium es-EC, actual isolated session/API; see evidence/remaining-role-arrivals.json. Denials included; actions/other states/native remain untested unless separately evidenced."
registered-feature,/escuela/trial-queue,tdf-hq/assets/feature-registry.json,"{""auth"":""authenticated"",""permissions"":{""discover"":{""rolesAny"":[""Admin"",""Manager"",""StudioManager"",""Reception""],""modulesAll"":[""Scheduling""]},""view"":{""rolesAny"":[""Admin"",""Manager"",""StudioManager"",""Reception""],""modulesAll"":[""Scheduling""]},""assign"":{""rolesAny"":[""Admin"",""Manager"",""StudioManager"",""Reception""]}},""scope"":""none"",""flag"":null,""mobile"":{""kind"":""web-only"",""destination"":null,""documentedException"":""Trial-request review is web only.""}}",desktop;tablet;phone;native-where-mapped,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,"inventoried;runtime coverage pending unless evidence register names exact journey; Operational initial arrival: actual isolated Admin+Customer and Customer sessions, Chromium production bundle320/1280, operational-*-after.json. Denials/redirects recorded per route. Integrated28 affected cases: operational-focused-final.json. Missing local calendar OAuth returns500. Other roles/states/engines/native untested. Manager arrival:198 isolated real-session/PostgreSQL17 cases,320/1280,dbf548172 bundle; zero axe/overflow/pageerror/5xx (evidence/manager-runtime-dbf.json). Other journey states remain separately pending. Additional initial arrival coverage: 19 role fixtures x320/1280 Chromium es-EC, actual isolated session/API; see evidence/remaining-role-arrivals.json. Denials included; actions/other states/native remain untested unless separately evidenced."
registered-feature,/practicas,tdf-hq/assets/feature-registry.json,"{""auth"":""authenticated"",""permissions"":{""discover"":{""rolesAny"":[""Intern"",""Admin"",""Manager"",""StudioManager""],""modulesAll"":[""Internships""]},""view"":{""rolesAny"":[""Intern"",""Admin"",""Manager"",""StudioManager""],""modulesAll"":[""Internships""],""recordScope"":""self-or-internship-admin""},""create"":{""rolesAny"":[""Admin"",""Manager"",""StudioManager""],""modulesAll"":[""Internships""]},""edit"":{""rolesAny"":[""Intern"",""Admin"",""Manager"",""StudioManager""],""modulesAll"":[""Internships""],""recordScope"":""self-or-internship-admin""},""delete"":{""rolesAny"":[""Admin"",""Manager"",""StudioManager""],""modulesAll"":[""Internships""]},""approve"":{""rolesAny"":[""Admin"",""Manager"",""StudioManager""],""modulesAll"":[""Internships""]}},""scope"":""none"",""flag"":null,""mobile"":{""kind"":""web-only"",""destination"":null,""documentedException"":""Intern time/project management is web only.""}}",desktop;tablet;phone;native-where-mapped,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,"inventoried;runtime coverage pending unless evidence register names exact journey; Operational initial arrival: actual isolated Admin+Customer and Customer sessions, Chromium production bundle320/1280, operational-*-after.json. Denials/redirects recorded per route. Integrated28 affected cases: operational-focused-final.json. Missing local calendar OAuth returns500. Other roles/states/engines/native untested. Manager arrival:198 isolated real-session/PostgreSQL17 cases,320/1280,dbf548172 bundle; zero axe/overflow/pageerror/5xx (evidence/manager-runtime-dbf.json). Other journey states remain separately pending. Additional initial arrival coverage: 19 role fixtures x320/1280 Chromium es-EC, actual isolated session/API; see evidence/remaining-role-arrivals.json. Denials included; actions/other states/native remain untested unless separately evidenced."
registered-feature,/practicas/auditorias/:planId,tdf-hq/assets/feature-registry.json,"{""auth"":""authenticated"",""permissions"":{""discover"":{""rolesAny"":[""Intern"",""Admin"",""Manager"",""StudioManager""],""modulesAll"":[""Internships""]},""view"":{""rolesAny"":[""Intern"",""Admin"",""Manager"",""StudioManager""],""modulesAll"":[""Internships""],""recordScope"":""self-or-internship-admin""},""create"":{""rolesAny"":[""Admin"",""Manager"",""StudioManager""],""modulesAll"":[""Internships""]},""edit"":{""rolesAny"":[""Intern"",""Admin"",""Manager"",""StudioManager""],""modulesAll"":[""Internships""],""recordScope"":""self-or-internship-admin""},""approve"":{""rolesAny"":[""Admin"",""Manager"",""StudioManager""],""modulesAll"":[""Internships""]}},""scope"":""none"",""flag"":null,""mobile"":{""kind"":""external-web"",""destination"":""https://tdf-app.pages.dev/practicas/auditorias/:planId"",""documentedException"":""The audit checklist uses the responsive authenticated web workflow on mobile.""}}",desktop;tablet;phone;native-where-mapped,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventoried;runtime coverage pending unless evidence register names exact journey
registered-feature,/label/artistas,tdf-hq/assets/feature-registry.json,"{""auth"":""authenticated"",""permissions"":{""discover"":{""rolesAny"":[""Admin"",""StudioManager"",""Webmaster""],""modulesAll"":[""Admin""]},""view"":{""rolesAny"":[""Admin"",""StudioManager"",""Webmaster""],""modulesAll"":[""Admin""]},""create"":{""rolesAny"":[""Admin"",""StudioManager""],""modulesAll"":[""Admin""]},""edit"":{""rolesAny"":[""Admin"",""StudioManager""],""modulesAll"":[""Admin""]},""delete"":{""rolesAny"":[""Admin"",""StudioManager""],""modulesAll"":[""Admin""]},""report"":{""rolesAny"":[""Admin"",""StudioManager""],""modulesAll"":[""Admin""]}},""scope"":""none"",""flag"":null,""mobile"":{""kind"":""native"",""destination"":""/(tabs)/events"",""documentedException"":""Native artist discovery is contextual to events and profiles.""}}",desktop;tablet;phone;native-where-mapped,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,"inventoried;runtime coverage pending unless evidence register names exact journey; Operational initial arrival: actual isolated Admin+Customer and Customer sessions, Chromium production bundle320/1280, operational-*-after.json. Denials/redirects recorded per route. Integrated28 affected cases: operational-focused-final.json. Missing local calendar OAuth returns500. Other roles/states/engines/native untested. Manager arrival:198 isolated real-session/PostgreSQL17 cases,320/1280,dbf548172 bundle; zero axe/overflow/pageerror/5xx (evidence/manager-runtime-dbf.json). Other journey states remain separately pending. Additional initial arrival coverage: 19 role fixtures x320/1280 Chromium es-EC, actual isolated session/API; see evidence/remaining-role-arrivals.json. Denials included; actions/other states/native remain untested unless separately evidenced."
registered-feature,/label/proyectos,tdf-hq/assets/feature-registry.json,"{""auth"":""authenticated"",""permissions"":{""discover"":{""rolesAny"":[""Admin"",""Webmaster""],""modulesAll"":[""Admin""]},""view"":{""rolesAny"":[""Admin"",""Webmaster""],""modulesAll"":[""Admin""]},""create"":{""rolesAny"":[""Admin"",""Webmaster""],""modulesAll"":[""Admin""]},""edit"":{""rolesAny"":[""Admin"",""Webmaster""],""modulesAll"":[""Admin""]},""assign"":{""rolesAny"":[""Admin"",""Webmaster""],""modulesAll"":[""Admin""]}},""scope"":""none"",""flag"":null,""mobile"":{""kind"":""web-only"",""destination"":null,""documentedException"":""Project planning is web only.""}}",desktop;tablet;phone;native-where-mapped,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,"inventoried;runtime coverage pending unless evidence register names exact journey; Operational initial arrival: actual isolated Admin+Customer and Customer sessions, Chromium production bundle320/1280, operational-*-after.json. Denials/redirects recorded per route. Integrated28 affected cases: operational-focused-final.json. Missing local calendar OAuth returns500. Other roles/states/engines/native untested. Manager arrival:198 isolated real-session/PostgreSQL17 cases,320/1280,dbf548172 bundle; zero axe/overflow/pageerror/5xx (evidence/manager-runtime-dbf.json). Other journey states remain separately pending. Additional initial arrival coverage: 19 role fixtures x320/1280 Chromium es-EC, actual isolated session/API; see evidence/remaining-role-arrivals.json. Denials included; actions/other states/native remain untested unless separately evidenced."
registered-feature,/label/releases,tdf-hq/assets/feature-registry.json,"{""auth"":""authenticated"",""permissions"":{""discover"":{""rolesAny"":[""Admin"",""StudioManager""],""modulesAll"":[""Admin""]},""view"":{""rolesAny"":[""Admin"",""StudioManager""],""modulesAll"":[""Admin""]},""create"":{""rolesAny"":[""Admin"",""StudioManager""],""modulesAll"":[""Admin""]},""edit"":{""rolesAny"":[""Admin"",""StudioManager""],""modulesAll"":[""Admin""],""recordScope"":""owner-or-catalog-manager""},""delete"":{""rolesAny"":[""Admin"",""StudioManager""],""modulesAll"":[""Admin""]},""publish"":{""rolesAny"":[""Admin"",""StudioManager""],""modulesAll"":[""Admin""]},""export"":{""rolesAny"":[""Admin"",""StudioManager""],""modulesAll"":[""Admin""]}},""scope"":""none"",""flag"":null,""mobile"":{""kind"":""external-web"",""destination"":null,""documentedException"":""Native release creation is not implemented; artist releases remain viewable contextually.""}}",desktop;tablet;phone;native-where-mapped,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,"inventoried;runtime coverage pending unless evidence register names exact journey; Operational initial arrival: actual isolated Admin+Customer and Customer sessions, Chromium production bundle320/1280, operational-*-after.json. Denials/redirects recorded per route. Integrated28 affected cases: operational-focused-final.json. Missing local calendar OAuth returns500. Other roles/states/engines/native untested. Manager arrival:198 isolated real-session/PostgreSQL17 cases,320/1280,dbf548172 bundle; zero axe/overflow/pageerror/5xx (evidence/manager-runtime-dbf.json). Other journey states remain separately pending. Additional initial arrival coverage: 19 role fixtures x320/1280 Chromium es-EC, actual isolated session/API; see evidence/remaining-role-arrivals.json. Denials included; actions/other states/native remain untested unless separately evidenced."
registered-feature,/label/assets,tdf-hq/assets/feature-registry.json,"{""auth"":""authenticated"",""permissions"":{""discover"":{""modulesAll"":[""Ops""]},""view"":{""modulesAll"":[""Ops""]},""create"":{""modulesAll"":[""Ops""]},""edit"":{""modulesAll"":[""Ops""]},""delete"":{""rolesAny"":[""Admin"",""Manager"",""StudioManager""]}},""scope"":""none"",""flag"":null,""mobile"":{""kind"":""web-only"",""destination"":null,""documentedException"":""Asset upload/preview is web only.""}}",desktop;tablet;phone;native-where-mapped,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,"inventoried;runtime coverage pending unless evidence register names exact journey; Operational initial arrival: actual isolated Admin+Customer and Customer sessions, Chromium production bundle320/1280, operational-*-after.json. Denials/redirects recorded per route. Integrated28 affected cases: operational-focused-final.json. Missing local calendar OAuth returns500. Other roles/states/engines/native untested. Manager arrival:198 isolated real-session/PostgreSQL17 cases,320/1280,dbf548172 bundle; zero axe/overflow/pageerror/5xx (evidence/manager-runtime-dbf.json). Other journey states remain separately pending. Additional initial arrival coverage: 19 role fixtures x320/1280 Chromium es-EC, actual isolated session/API; see evidence/remaining-role-arrivals.json. Denials included; actions/other states/native remain untested unless separately evidenced."
registered-feature,/label/tracks,tdf-hq/assets/feature-registry.json,"{""auth"":""authenticated"",""permissions"":{""discover"":{""rolesAny"":[""Artist"",""Artista"",""Admin""]},""view"":{""rolesAny"":[""Artist"",""Artista"",""Admin""],""recordScope"":""owner-or-admin""},""create"":{""rolesAny"":[""Artist"",""Artista"",""Admin""],""recordScope"":""owner-or-admin""},""edit"":{""rolesAny"":[""Artist"",""Artista"",""Admin""],""recordScope"":""owner-or-admin""},""delete"":{""rolesAny"":[""Artist"",""Artista"",""Admin""],""recordScope"":""owner-or-admin""}},""scope"":""none"",""flag"":null,""mobile"":{""kind"":""web-only"",""destination"":null,""documentedException"":""Track management is web only.""}}",desktop;tablet;phone;native-where-mapped,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,"inventoried;runtime coverage pending unless evidence register names exact journey; Operational initial arrival: actual isolated Admin+Customer and Customer sessions, Chromium production bundle320/1280, operational-*-after.json. Denials/redirects recorded per route. Integrated28 affected cases: operational-focused-final.json. Missing local calendar OAuth returns500. Other roles/states/engines/native untested. Manager arrival:198 isolated real-session/PostgreSQL17 cases,320/1280,dbf548172 bundle; zero axe/overflow/pageerror/5xx (evidence/manager-runtime-dbf.json). Other journey states remain separately pending. Additional initial arrival coverage: 19 role fixtures x320/1280 Chromium es-EC, actual isolated session/API; see evidence/remaining-role-arrivals.json. Denials included; actions/other states/native remain untested unless separately evidenced."
registered-feature,/label/ddex,tdf-hq/assets/feature-registry.json,"{""auth"":""authenticated"",""permissions"":{""discover"":{""modulesAll"":[""Catalog""]},""view"":{""modulesAll"":[""Catalog""]},""import"":{""rolesAny"":[""Admin"",""Manager"",""StudioManager"",""LabelRep"",""AandR""],""modulesAll"":[""Catalog""]},""validate"":{""modulesAll"":[""Catalog""]},""export"":{""rolesAny"":[""Admin"",""Manager"",""StudioManager"",""LabelRep"",""AandR""],""modulesAll"":[""Catalog""]}},""scope"":""none"",""flag"":null,""mobile"":{""kind"":""native"",""destination"":""/ddex"",""documentedException"":null}}",desktop;tablet;phone;native-where-mapped,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,"inventoried;runtime coverage pending unless evidence register names exact journey; Operational initial arrival: actual isolated Admin+Customer and Customer sessions, Chromium production bundle320/1280, operational-*-after.json. Denials/redirects recorded per route. Integrated28 affected cases: operational-focused-final.json. Missing local calendar OAuth returns500. Other roles/states/engines/native untested. Manager arrival:198 isolated real-session/PostgreSQL17 cases,320/1280,dbf548172 bundle; zero axe/overflow/pageerror/5xx (evidence/manager-runtime-dbf.json). Other journey states remain separately pending. Additional initial arrival coverage: 19 role fixtures x320/1280 Chromium es-EC, actual isolated session/API; see evidence/remaining-role-arrivals.json. Denials included; actions/other states/native remain untested unless separately evidenced."
